car name,miles,vin,primary damage,car image,images
2017 NISSAN SENTRA S/SV/SR/SL, 3k mi  ,VIN: 3N1AB7AP7HY367484 ,Collision | REAR ,"<img data-original=""https://vis.iaai.com/singlethumbnail?imageKeys=22760106~SID~I1"" height=""72"" width=""96"" onerror=""this.onerror = null; this.src = '../Images/noimageavl.gif';"" class=""lazy"">",
2005 MAZDA 3 HATCHBACK, 176k mi (Not Required/Exempt) ,VIN: JM1BK343151222640 ,Other | MECHANICAL ,"<img data-original=""https://vis.iaai.com/singlethumbnail?imageKeys=23870494~SID~I1"" height=""72"" width=""96"" onerror=""this.onerror = null; this.src = '../Images/noimageavl.gif';"" class=""lazy"">",
1978 VOLVO 262 , 55k mi (Not Required/Exempt) ,VIN: VC26265LD003700 ,Other | RIGHT FRONT ,"<img data-original=""https://vis.iaai.com/singlethumbnail?imageKeys=23749163~SID~I1"" height=""72"" width=""96"" onerror=""this.onerror = null; this.src = '../Images/noimageavl.gif';"" class=""lazy"">",
2016 HYUNDAI SONATA SE, 61k mi  ,VIN: 5NPE24AF0GH269610 ,Collision | FRONT END ,"<img data-original=""https://vis.iaai.com/singlethumbnail?imageKeys=22895508~SID~I1"" height=""72"" width=""96"" onerror=""this.onerror = null; this.src = '../Images/noimageavl.gif';"" class=""lazy"">",
2012 CHRYSLER 200 LX, 103k mi  ,VIN: 1C3CCBAG6CN246316 ,Collision | FRONT END ,"<img data-original=""https://vis.iaai.com/singlethumbnail?imageKeys=22894777~SID~I1"" height=""72"" width=""96"" onerror=""this.onerror = null; this.src = '../Images/noimageavl.gif';"" class=""lazy"">",
2016 RAM 1500 SLT, 57k mi  ,VIN: 1C6RR6GT0GS340528 ,Collision | FRONT END ,"<img data-original=""https://vis.iaai.com/singlethumbnail?imageKeys=24496763~SID~I1"" height=""72"" width=""96"" onerror=""this.onerror = null; this.src = '../Images/noimageavl.gif';"" class=""lazy"">",
2014 SUBARU FORESTER 2.5I LIMITED, 107k mi  ,VIN: JF2SJAHC1EH426056 ,Collision | RIGHT REAR ,"<img data-original=""https://vis.iaai.com/singlethumbnail?imageKeys=22915071~SID~I1"" height=""72"" width=""96"" onerror=""this.onerror = null; this.src = '../Images/noimageavl.gif';"" class=""lazy"">",
2000 CHEVROLET SILVERADO C1500, 151k mi (Not Required/Exempt) ,VIN: 1GCEC19T7YE333648 ,Collision | LEFT REAR ,"<img data-original=""https://vis.iaai.com/singlethumbnail?imageKeys=24800031~SID~I1"" height=""72"" width=""96"" onerror=""this.onerror = null; this.src = '../Images/noimageavl.gif';"" class=""lazy"">",
2010 CHRYSLER TOWN & COUNTRY TOURING, 109k mi  ,VIN: 2A4RR5D11AR461156 ,Collision | FRONT END ,"<img data-original=""https://vis.iaai.com/singlethumbnail?imageKeys=24857739~SID~I1"" height=""72"" width=""96"" onerror=""this.onerror = null; this.src = '../Images/noimageavl.gif';"" class=""lazy"">",
2006 DODGE DAKOTA SLT, 130k mi (Not Required/Exempt) ,VIN: 1D7HE42K76S516983 ,Other | MECHANICAL ,"<img data-original=""https://vis.iaai.com/singlethumbnail?imageKeys=24784980~SID~I1"" height=""72"" width=""96"" onerror=""this.onerror = null; this.src = '../Images/noimageavl.gif';"" class=""lazy"">",
2015 FORD C-MAX SE, 24k mi  ,VIN: 1FADP5AU7FL118121 ,Collision | FRONT END ,"<img data-original=""https://vis.iaai.com/singlethumbnail?imageKeys=23019727~SID~I1"" height=""72"" width=""96"" onerror=""this.onerror = null; this.src = '../Images/noimageavl.gif';"" class=""lazy"">",
2014 UTILITY TARTE TUTWF , 0-1k mi (Not Actual) ,VIN: 57FBU0819EC003782 ,Other | UNKNOWN ,"<img data-original=""https://vis.iaai.com/singlethumbnail?imageKeys=23027072~SID~I1"" height=""72"" width=""96"" onerror=""this.onerror = null; this.src = '../Images/noimageavl.gif';"" class=""lazy"">",
2006 NISSAN FRONTIER KING CAB XE, 122k mi  ,VIN: 1N6BD06T86C474300 ,Collision | RIGHT FRONT ,"<img data-original=""https://vis.iaai.com/singlethumbnail?imageKeys=23022453~SID~I1"" height=""72"" width=""96"" onerror=""this.onerror = null; this.src = '../Images/noimageavl.gif';"" class=""lazy"">",
2004 AUDI A4 3.0, 228k mi (Not Required/Exempt) ,VIN: WAUJT68EX4A099504 ,Other | FRONT END ,"<img data-original=""https://vis.iaai.com/singlethumbnail?imageKeys=24871622~SID~I1"" height=""72"" width=""96"" onerror=""this.onerror = null; this.src = '../Images/noimageavl.gif';"" class=""lazy"">",
2004 HONDA ACCORD DX, 108k mi (Not Required/Exempt) ,VIN: 1HGCM56114A115416 ,Collision | FRONT END ,"<img data-original=""https://vis.iaai.com/singlethumbnail?imageKeys=24833542~SID~I1"" height=""72"" width=""96"" onerror=""this.onerror = null; this.src = '../Images/noimageavl.gif';"" class=""lazy"">",
2015 MAZDA 3 TOURING, 76k mi  ,VIN: 3MZBM1L73FM144401 ,Collision | REAR ,"<img data-original=""https://vis.iaai.com/singlethumbnail?imageKeys=24836494~SID~I1"" height=""72"" width=""96"" onerror=""this.onerror = null; this.src = '../Images/noimageavl.gif';"" class=""lazy"">",
2002 HYUNDAI XG 350, 0-1k mi (Not Actual) ,VIN: KMHFU45E92A212995 ,Other | REAR ,"<img data-original=""https://vis.iaai.com/singlethumbnail?imageKeys=24855563~SID~I1"" height=""72"" width=""96"" onerror=""this.onerror = null; this.src = '../Images/noimageavl.gif';"" class=""lazy"">",
2005 HONDA CIVIC HYBRID, 122k mi (Not Required/Exempt) ,VIN: JHMES95675S009368 ,Other | REAR ,"<img data-original=""https://vis.iaai.com/singlethumbnail?imageKeys=24822728~SID~I1"" height=""72"" width=""96"" onerror=""this.onerror = null; this.src = '../Images/noimageavl.gif';"" class=""lazy"">",
2006 HONDA CIVIC EX, 143k mi  ,VIN: 1HGFA16846L125960 ,Collision | FRONT END ,"<img data-original=""https://vis.iaai.com/singlethumbnail?imageKeys=23062345~SID~I1"" height=""72"" width=""96"" onerror=""this.onerror = null; this.src = '../Images/noimageavl.gif';"" class=""lazy"">",
2002 TOYOTA ECHO , 192k mi (Not Required/Exempt) ,VIN: JTDBT123020210422 ,Collision | FRONT END ,"<img data-original=""https://vis.iaai.com/singlethumbnail?imageKeys=24824756~SID~I1"" height=""72"" width=""96"" onerror=""this.onerror = null; this.src = '../Images/noimageavl.gif';"" class=""lazy"">",
2000 MERCURY MYSTIQUE GS/SPORT, 120k mi (Not Required/Exempt) ,VIN: 1MEFM6533YK616715 ,Other | FRONT END ,"<img data-original=""https://vis.iaai.com/singlethumbnail?imageKeys=24878240~SID~I1"" height=""72"" width=""96"" onerror=""this.onerror = null; this.src = '../Images/noimageavl.gif';"" class=""lazy"">",
2010 HONDA ACCORD LX, 144k mi  ,VIN: 1HGCP2F30AA117211 ,Collision | LEFT FRONT ,"<img data-original=""https://vis.iaai.com/singlethumbnail?imageKeys=24899514~SID~I1"" height=""72"" width=""96"" onerror=""this.onerror = null; this.src = '../Images/noimageavl.gif';"" class=""lazy"">",
2004 CLUB CAR ELECTRIC , 0-1k mi (Not Required/Exempt) ,VIN:  ,Collision | FRONT END ,"<img data-original=""https://vis.iaai.com/singlethumbnail?imageKeys=24800282~SID~I1"" height=""72"" width=""96"" onerror=""this.onerror = null; this.src = '../Images/noimageavl.gif';"" class=""lazy"">",
2012 CHEVROLET CAMARO LS, 99k mi  ,VIN: 2G1FA1E39C9187144 ,Collision | FRONT END ,"<img data-original=""https://vis.iaai.com/singlethumbnail?imageKeys=23088553~SID~I1"" height=""72"" width=""96"" onerror=""this.onerror = null; this.src = '../Images/noimageavl.gif';"" class=""lazy"">",
1999 LINCOLN NAVIGATOR , 0-1k mi (Not Actual) ,VIN: 5LMPU28A0XLJ39185 ,Other | REAR ,"<img data-original=""https://vis.iaai.com/singlethumbnail?imageKeys=24878837~SID~I1"" height=""72"" width=""96"" onerror=""this.onerror = null; this.src = '../Images/noimageavl.gif';"" class=""lazy"">",
2001 INFINITI I30 , 216k mi (Not Required/Exempt) ,VIN: JNKCA31A71T022904 ,Other | FRONT END ,"<img data-original=""https://vis.iaai.com/singlethumbnail?imageKeys=24884140~SID~I1"" height=""72"" width=""96"" onerror=""this.onerror = null; this.src = '../Images/noimageavl.gif';"" class=""lazy"">",
2016 JEEP PATRIOT SPORT, 0-1k mi (Not Actual) ,VIN: 1C4NJPBAXGD807694 ,Collision | ROLLOVER ,"<img data-original=""https://vis.iaai.com/singlethumbnail?imageKeys=23129576~SID~I1"" height=""72"" width=""96"" onerror=""this.onerror = null; this.src = '../Images/noimageavl.gif';"" class=""lazy"">",
2010 TOYOTA CAMRY SE/LE/XLE, 105k mi (Not Actual) ,VIN: 4T4BF3EK5AR025362 ,Collision | FRONT END ,"<img data-original=""https://vis.iaai.com/singlethumbnail?imageKeys=23130011~SID~I1"" height=""72"" width=""96"" onerror=""this.onerror = null; this.src = '../Images/noimageavl.gif';"" class=""lazy"">",
2016 HONDA CR-V LX, 21k mi  ,VIN: 5J6RM4H31GL122628 ,Collision | SUSPENSION ,"<img data-original=""https://vis.iaai.com/singlethumbnail?imageKeys=23177635~SID~I1"" height=""72"" width=""96"" onerror=""this.onerror = null; this.src = '../Images/noimageavl.gif';"" class=""lazy"">",
2017 HONDA CIVIC EX, 35k mi  ,VIN: 2HGFC2F71HH525773 ,Collision | REAR ,"<img data-original=""https://vis.iaai.com/singlethumbnail?imageKeys=24670975~SID~I1"" height=""72"" width=""96"" onerror=""this.onerror = null; this.src = '../Images/noimageavl.gif';"" class=""lazy"">",
2009 TOYOTA CAMRY SE/LE/XLE, 138k mi (Not Required/Exempt) ,VIN: 4T1BE46KX9U797126 ,Collision | FRONT END ,"<img data-original=""https://vis.iaai.com/singlethumbnail?imageKeys=24719038~SID~I1"" height=""72"" width=""96"" onerror=""this.onerror = null; this.src = '../Images/noimageavl.gif';"" class=""lazy"">",
2016 HYUNDAI GENESIS 3.8L, 52k mi  ,VIN: KMHGN4JE7GU112133 ,Collision | FRONT END ,"<img data-original=""https://vis.iaai.com/singlethumbnail?imageKeys=24059997~SID~I1"" height=""72"" width=""96"" onerror=""this.onerror = null; this.src = '../Images/noimageavl.gif';"" class=""lazy"">",
2009 ACURA TSX , 184k mi  ,VIN: JH4CU26679C008857 ,Collision | FRONT END ,"<img data-original=""https://vis.iaai.com/singlethumbnail?imageKeys=24507003~SID~I1"" height=""72"" width=""96"" onerror=""this.onerror = null; this.src = '../Images/noimageavl.gif';"" class=""lazy"">",
2006 TOYOTA COROLLA CE/LE/S, 198k mi (Not Required/Exempt) ,VIN: 1NXBR30E46Z636901 ,Other | FRONT END ,"<img data-original=""https://vis.iaai.com/singlethumbnail?imageKeys=24786014~SID~I1"" height=""72"" width=""96"" onerror=""this.onerror = null; this.src = '../Images/noimageavl.gif';"" class=""lazy"">",
2013 LOOK TRAILERS TOY HAULER , 0-1k mi (Not Actual) ,VIN: 53BTV2023DF005239 ,Theft | UNKNOWN ,"<img data-original=""https://vis.iaai.com/singlethumbnail?imageKeys=23234668~SID~I1"" height=""72"" width=""96"" onerror=""this.onerror = null; this.src = '../Images/noimageavl.gif';"" class=""lazy"">",
2001 BMW 325 I, 158k mi (Not Required/Exempt) ,VIN: WBAAV33481EE25427 ,Other | RIGHT FRONT ,"<img data-original=""https://vis.iaai.com/singlethumbnail?imageKeys=24773366~SID~I1"" height=""72"" width=""96"" onerror=""this.onerror = null; this.src = '../Images/noimageavl.gif';"" class=""lazy"">",
2008 DODGE AVENGER SXT, 163k mi  ,VIN: 1B3LC56R78N108817 ,Collision | FRONT END ,"<img data-original=""https://vis.iaai.com/singlethumbnail?imageKeys=23257105~SID~I1"" height=""72"" width=""96"" onerror=""this.onerror = null; this.src = '../Images/noimageavl.gif';"" class=""lazy"">",
2006 TOYOTA PRIUS , 0-1k mi (Not Actual) ,VIN: JTDKB20U367068939 ,Collision | ALL OVER ,"<img data-original=""https://vis.iaai.com/singlethumbnail?imageKeys=23260214~SID~I1"" height=""72"" width=""96"" onerror=""this.onerror = null; this.src = '../Images/noimageavl.gif';"" class=""lazy"">",
2006 MAZDA 3 HATCHBACK, 121k mi  ,VIN: JM1BK344961453571 ,Collision | RIGHT SIDE ,"<img data-original=""https://vis.iaai.com/singlethumbnail?imageKeys=24626002~SID~I1"" height=""72"" width=""96"" onerror=""this.onerror = null; this.src = '../Images/noimageavl.gif';"" class=""lazy"">",
2008 HONDA FIT SPORT, 126k mi (Not Required/Exempt) ,VIN: JHMGD38698S072889 ,Other | FRONT END ,"<img data-original=""https://vis.iaai.com/singlethumbnail?imageKeys=24764215~SID~I1"" height=""72"" width=""96"" onerror=""this.onerror = null; this.src = '../Images/noimageavl.gif';"" class=""lazy"">",
2008 NISSAN TITAN XE/SE/LE, 174k mi (Not Required/Exempt) ,VIN: 1N6AA07D78N348898 ,Collision | FRONT END ,"<img data-original=""https://vis.iaai.com/singlethumbnail?imageKeys=22990717~SID~I1"" height=""72"" width=""96"" onerror=""this.onerror = null; this.src = '../Images/noimageavl.gif';"" class=""lazy"">",
2005 TOYOTA SCION XB, 278k mi (Not Required/Exempt) ,VIN: JTLKT334654022279 ,Other | FRONT END ,"<img data-original=""https://vis.iaai.com/singlethumbnail?imageKeys=23066319~SID~I1"" height=""72"" width=""96"" onerror=""this.onerror = null; this.src = '../Images/noimageavl.gif';"" class=""lazy"">",
2012 NISSAN ALTIMA S, 94k mi  ,VIN: 1N4AL2AP7CN432732 ,Collision | FRONT END ,"<img data-original=""https://vis.iaai.com/singlethumbnail?imageKeys=23306463~SID~I1"" height=""72"" width=""96"" onerror=""this.onerror = null; this.src = '../Images/noimageavl.gif';"" class=""lazy"">",
2016 LEXUS ES 300H, 77k mi  ,VIN: JTHBW1GG0G2114867 ,Collision | LEFT SIDE ,"<img data-original=""https://vis.iaai.com/singlethumbnail?imageKeys=23384474~SID~I1"" height=""72"" width=""96"" onerror=""this.onerror = null; this.src = '../Images/noimageavl.gif';"" class=""lazy"">",
2014 TOYOTA CAMRY L/SE/LE/XLE, 69k mi  ,VIN: 4T1BF1FK9EU764110 ,Collision | FRONT END ,"<img data-original=""https://vis.iaai.com/singlethumbnail?imageKeys=23385487~SID~I1"" height=""72"" width=""96"" onerror=""this.onerror = null; this.src = '../Images/noimageavl.gif';"" class=""lazy"">",
2001 CHEVROLET MALIBU , 55k mi (Not Required/Exempt) ,VIN: 1G1ND52J416265573 ,Other | FRONT END ,"<img data-original=""https://vis.iaai.com/singlethumbnail?imageKeys=23467662~SID~I1"" height=""72"" width=""96"" onerror=""this.onerror = null; this.src = '../Images/noimageavl.gif';"" class=""lazy"">",
2016 MAZDA CX-5 GT, 53k mi  ,VIN: JM3KE2DY4G0685174 ,Collision | FRONT & REAR ,"<img data-original=""https://vis.iaai.com/singlethumbnail?imageKeys=23572082~SID~I1"" height=""72"" width=""96"" onerror=""this.onerror = null; this.src = '../Images/noimageavl.gif';"" class=""lazy"">",
2016 TOYOTA COROLLA L/LE/LE PLS/PRM/S/S PLS, 53k mi  ,VIN: 5YFBURHE0GP496323 ,Collision | FRONT END ,"<img data-original=""https://vis.iaai.com/singlethumbnail?imageKeys=23655646~SID~I1"" height=""72"" width=""96"" onerror=""this.onerror = null; this.src = '../Images/noimageavl.gif';"" class=""lazy"">",
2010 MAZDA SPEED 3, 97k mi  ,VIN: JM1BL1H37A1176172 ,Collision | LEFT REAR ,"<img data-original=""https://vis.iaai.com/singlethumbnail?imageKeys=23732060~SID~I1"" height=""72"" width=""96"" onerror=""this.onerror = null; this.src = '../Images/noimageavl.gif';"" class=""lazy"">",
2016 NISSAN SENTRA S/SV/SR/SL, 21k mi  ,VIN: 3N1AB7AP8GY323816 ,Collision | REAR ,"<img data-original=""https://vis.iaai.com/singlethumbnail?imageKeys=23742458~SID~I1"" height=""72"" width=""96"" onerror=""this.onerror = null; this.src = '../Images/noimageavl.gif';"" class=""lazy"">",
2018 FORD FUSION SE HYBRID, 20k mi  ,VIN: 3FA6P0LU9JR161605 ,Collision | LEFT REAR ,"<img data-original=""https://vis.iaai.com/singlethumbnail?imageKeys=23774453~SID~I1"" height=""72"" width=""96"" onerror=""this.onerror = null; this.src = '../Images/noimageavl.gif';"" class=""lazy"">",
2005 MITSUBISHI ENDEAVOR XLS, 177k mi (Not Required/Exempt) ,VIN: 4A4MM31S35E017174 ,Collision | FRONT & REAR ,"<img data-original=""https://vis.iaai.com/singlethumbnail?imageKeys=23784267~SID~I1"" height=""72"" width=""96"" onerror=""this.onerror = null; this.src = '../Images/noimageavl.gif';"" class=""lazy"">",
2016 JEEP COMPASS LATITUDE, 54k mi  ,VIN: 1C4NJCEA2GD765381 ,Collision | LEFT & RIGHT ,"<img data-original=""https://vis.iaai.com/singlethumbnail?imageKeys=23796732~SID~I1"" height=""72"" width=""96"" onerror=""this.onerror = null; this.src = '../Images/noimageavl.gif';"" class=""lazy"">",
2007 SATURN ION LEVEL 2, 98k mi (Not Required/Exempt) ,VIN: 1G8AJ55F27Z196518 ,Collision | RIGHT SIDE ,"<img data-original=""https://vis.iaai.com/singlethumbnail?imageKeys=23888748~SID~I1"" height=""72"" width=""96"" onerror=""this.onerror = null; this.src = '../Images/noimageavl.gif';"" class=""lazy"">",
2005 LEXUS ES 330, 272k mi (Not Required/Exempt) ,VIN: JTHBA30G755117586 ,Collision | FRONT END ,"<img data-original=""https://vis.iaai.com/singlethumbnail?imageKeys=23934396~SID~I1"" height=""72"" width=""96"" onerror=""this.onerror = null; this.src = '../Images/noimageavl.gif';"" class=""lazy"">",
2003 JEEP LIBERTY SPORT/FREEDOM, 164k mi (Not Required/Exempt) ,VIN: 1J4GL48K73W708132 ,Collision | FRONT END ,"<img data-original=""https://vis.iaai.com/singlethumbnail?imageKeys=23981736~SID~I1"" height=""72"" width=""96"" onerror=""this.onerror = null; this.src = '../Images/noimageavl.gif';"" class=""lazy"">",
2014 NISSAN ROGUE SELECT S, 53k mi  ,VIN: JN8AS5MT2EW607638 ,Collision | FRONT END ,"<img data-original=""https://vis.iaai.com/singlethumbnail?imageKeys=24027924~SID~I1"" height=""72"" width=""96"" onerror=""this.onerror = null; this.src = '../Images/noimageavl.gif';"" class=""lazy"">",
2005 HONDA PILOT EXL, 191k mi (Not Required/Exempt) ,VIN: 2HKYF18535H559091 ,Collision | FRONT END ,"<img data-original=""https://vis.iaai.com/singlethumbnail?imageKeys=24039392~SID~I1"" height=""72"" width=""96"" onerror=""this.onerror = null; this.src = '../Images/noimageavl.gif';"" class=""lazy"">",
2015 FORD MUSTANG , 61k mi  ,VIN: 1FA6P8AM3F5403915 ,Collision | FRONT END ,"<img data-original=""https://vis.iaai.com/singlethumbnail?imageKeys=24044449~SID~I1"" height=""72"" width=""96"" onerror=""this.onerror = null; this.src = '../Images/noimageavl.gif';"" class=""lazy"">",
2006 BMW 530 XI, 124k mi  ,VIN: WBANF73586CC34544 ,Water/Flood | FLOOD ,"<img data-original=""https://vis.iaai.com/singlethumbnail?imageKeys=23324832~SID~I1"" height=""72"" width=""96"" onerror=""this.onerror = null; this.src = '../Images/noimageavl.gif';"" class=""lazy"">",
2017 JEEP WRANGLER UNLIMITE SAHARA, 3k mi  ,VIN: 1C4BJWEG3HL756009 ,Collision | FRONT END ,"<img data-original=""https://vis.iaai.com/singlethumbnail?imageKeys=23351823~SID~I1"" height=""72"" width=""96"" onerror=""this.onerror = null; this.src = '../Images/noimageavl.gif';"" class=""lazy"">",
